,Date,Team,Acquired,Relinquished,Notes
374,2000-12-26,Mavericks,,Loy Vaught,bruised right knee (DNP)
375,2000-12-26,Rockets,,Kelvin Cato,sprained left ankle (DNP)
376,2000-12-27,76ers,,Matt Geiger,sore right knee (DNP)
377,2000-12-27,Heat,,Don MacLean,recovering from surgery on right toe (DNP)
378,2000-12-27,Heat,,Duane Causwell,right knee tendinitis (DNP)
379,2000-12-27,Knicks,,Marcus Camby,strained left groin (DNP)
380,2000-12-27,Rockets,,Kelvin Cato,sprained right ankle (DNP)
381,2000-12-27,Sonics,,Emanual Davis,sprained right knee (DNP)
382,2000-12-27,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
383,2000-12-27,Warriors,,Erick Dampier,recovering from left knee surgery (DNP)
384,2000-12-27,Wizards,,Jahidi White,sprained left knee (DNP)
385,2000-12-28,Cavaliers,,Chris Gatling,sprained right ankle (DNP)
386,2000-12-28,Cavaliers,,Matt Harpring,sprained left Achilles tendon (DNP)
387,2000-12-28,Celtics,,Randy Brown,sprained right ankle (DNP)
388,2000-12-28,Hornets,,Elden Campbell,right bursa sac inflammation (DNP)
389,2000-12-28,Hornets,,Jamaal Magloire,sore left foot (DNP)
390,2000-12-28,Kings,,Hidayet Turkoglu,sprained left ankle (DNP)
391,2000-12-28,Kings,,Scot Pollard,sprained right ankle (DNP)
392,2000-12-28,Lakers,,Horace Grant,back spasms (DNP)
393,2000-12-28,Mavericks,,Loy Vaught,bruised right knee (DNP)
394,2000-12-28,Nets,,Jim McIlvaine,strained lower back (DNP)
395,2000-12-28,Nets,,Kendall Gill,right knee tendinitis (DNP)
396,2000-12-28,Nuggets,,Robert Pack,abdominal cramps (DNP)
397,2000-12-29,Blazers,,Steve Smith,viral syndrome (DNP)
398,2000-12-29,Cavaliers,,Trajan Langdon,sore lower back (DNP)
399,2000-12-29,Grizzlies,,Grant Long,right thumb injury (DNP)
400,2000-12-29,Heat,,Don MacLean,recovering from surgery on right toe (DNP)
401,2000-12-29,Heat,,Duane Causwell,right knee tendinitis (DNP)
402,2000-12-29,Knicks,,Allan Houston,stomach virus (DNP)
403,2000-12-29,Knicks,,Marcus Camby,strained left groin (DNP)
404,2000-12-29,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
405,2000-12-29,Warriors,,Erick Dampier,recovering from left knee surgery (DNP)
406,2000-12-29,Wizards,,Jahidi White,sprained left knee (DNP)
407,2000-12-30,76ers,,Matt Geiger,sore right knee (DNP)
408,2000-12-30,Heat,,Duane Causwell,right patella tendinitis (DNP)
409,2000-12-30,Hornets,,Elden Campbell,right elbow inflammation (DNP)
410,2000-12-30,Hornets,,Jamaal Magloire,sore left foot (DNP)
411,2000-12-30,Knicks,,Marcus Camby,strained left groin (DNP)
412,2000-12-30,Rockets,,Kelvin Cato,sprained right ankle (DNP)
413,2000-12-30,Sonics,,Emanual Davis,sprained right knee (DNP)
414,2000-12-30,Spurs,,Antonio Daniels,sore right Achilles tendon (DNP)
415,2000-12-30,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
416,2000-12-30,Warriors,,Erick Dampier,recovering from left knee surgery (DNP)
417,2000-12-31,Wizards,,Jahidi White,sprained left knee (DNP)
418,2000-12-31,Wizards,,Rod Strickland,sore hamstrings (DNP)
419,2001-01-01,Hornets,,Elden Campbell,right elbow inflammation (DNP)
420,2001-01-01,Hornets,,Jamaal Magloire,sore left foot (DNP)
421,2001-01-01,Rockets,,Hakeem Olajuwon,swollen right knee (DNP)
422,2001-01-01,Rockets,,Kelvin Cato,sprained left ankle (DNP)
423,2001-01-02,Grizzlies,,Doug West,plantar fasciitis in right foot (DNP)
424,2001-01-02,Nets,,Jim McIlvaine,strained lower back (DNP)
425,2001-01-02,Raptors,,Antonio Davis,strained left groin (DNP)
426,2001-01-02,Rockets,,Hakeem Olajuwon,swollen right knee (DNP)
427,2001-01-02,Rockets,,Kelvin Cato,sprained left ankle (DNP)
428,2001-01-02,Sonics,,Emanual Davis,sprained right knee (DNP)
429,2001-01-02,Wizards,,Jahidi White,sprained left knee (DNP)
430,2001-01-02,Wizards,,Rod Strickland,sore hamstrings (DNP)
431,2001-01-03,76ers,,Matt Geiger,will undergo arthroscopic surgery on right knee (out 4-6 weeks)
432,2001-01-03,76ers,,Matt Geiger,sore right knee (DNP)
433,2001-01-03,Cavaliers,,Matt Harpring,sprained left Achilles tendon (DNP)
434,2001-01-03,Cavaliers,,Trajan Langdon,sore lower back (DNP)
435,2001-01-03,Knicks,,Glen Rice Sr.,plantar fasciatis in left foot (DNP)
436,2001-01-03,Magic,,Grant Hill,surgery on left ankle to graft bone (out indefinitely)
437,2001-01-03,Mavericks,,Courtney Alexander,flu (DNP)
438,2001-01-03,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
439,2001-01-03,Warriors,,Erick Dampier,recovering from left knee surgery (DNP)
440,2001-01-04,Bulls,,Brad Miller,strained right pectoral muscle (DNP)
441,2001-01-04,Knicks,,Glen Rice Sr.,plantar fasciatis in left foot (DNP)
442,2001-01-04,Mavericks,,Don Nelson,surgery for prostate cancer (out 6-8 weeks)
443,2001-01-04,Nets,,Jim McIlvaine,strained lower back (DNP)
444,2001-01-04,Rockets,,Hakeem Olajuwon,swollen right knee (DNP)
445,2001-01-04,Wizards,,Jahidi White,sprained left knee (DNP)
446,2001-01-04,Wizards,,Rod Strickland,sore hamstrings (DNP)
447,2001-01-05,Clippers,,Corey Maggette,upper respiratory infection (DNP)
448,2001-01-05,Clippers,,Keyon Dooling,gastro intestinal infection (DNP)
449,2001-01-05,Hornets,,Jamal Mashburn,left knee inflammation (DNP)
450,2001-01-05,Mavericks,,Courtney Alexander,flu (DNP)
451,2001-01-05,Pistons,,Jud Buechler,sprained right ankle (DTD)
452,2001-01-05,Raptors,,Antonio Davis,strained left groin (DNP)
453,2001-01-05,Rockets,,Walt Williams,flu (DNP)
454,2001-01-05,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
455,2001-01-05,Warriors,,Chris Porter,sprained left ankle (DTD)
456,2001-01-05,Warriors,,Erick Dampier,recovering from left knee surgery (DNP)
457,2001-01-06,Cavaliers,,Matt Harpring,bone spur in left ankle (DNP)
458,2001-01-06,Mavericks,,Courtney Alexander,flu (DNP)
459,2001-01-06,Pistons,,Jud Buechler,sprained right ankle (DNP)
460,2001-01-06,Rockets,,Hakeem Olajuwon,swollen right knee (DNP)
461,2001-01-06,Rockets,,Walt Williams,flu (DNP)
462,2001-01-06,Spurs,,Malik Rose,sore right hip (DNP)
463,2001-01-06,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
464,2001-01-06,Warriors,,Chris Porter,sprained left ankle (DNP)
465,2001-01-06,Warriors,,Erick Dampier,recovering from left knee surgery (DNP)
466,2001-01-06,Wizards,,Jahidi White,sprained left knee (DNP)
467,2001-01-06,Wizards,,Rod Strickland,sore left shoulder (DNP)
468,2001-01-07,Bucks,,Jason Caffey,flu (DNP)
469,2001-01-07,Hornets,,Jamal Mashburn,bone bruise in left knee / left knee inflammation (DNP)
470,2001-01-07,Knicks,,Glen Rice Sr.,plantar fasciatis in left foot (DNP)
471,2001-01-07,Raptors,,Antonio Davis,strained left groin (DNP)
472,2001-01-07,Wizards,,Jahidi White,sprained left knee (DNP)
473,2001-01-07,Wizards,,Rod Strickland,left shoulder tendinitis (DNP)
474,2001-01-08,Blazers,,Arvydas Sabonis,toothache (DNP)
475,2001-01-08,Bulls,,Marcus Fizer,back spasms (DTD)
476,2001-01-08,Cavaliers,,Chris Mihm,bruised anterior tibial bone (DNP)
477,2001-01-08,Cavaliers,,Matt Harpring,bone spur in left ankle (DNP)
478,2001-01-08,Hornets,,Eldridge Recasner,strained back (DTD)
479,2001-01-08,Jazz,,Bryon Russell,sprained right ankle (DNP)
480,2001-01-08,Rockets,,Kelvin Cato,stomach virus (DNP)
481,2001-01-08,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
482,2001-01-08,Warriors,,Chris Porter,sprained left ankle (DNP)
483,2001-01-09,Blazers,,Scottie Pippen,right elbow tendinitis (DNP)
484,2001-01-09,Bulls,,Marcus Fizer,back spasms (DNP)
485,2001-01-09,Hornets,,Eldridge Recasner,strained lower back (DNP)
486,2001-01-09,Hornets,,Jamal Mashburn,bone bruise in left knee (DNP)
487,2001-01-09,Jazz,,Bryon Russell,sprained right ankle (DNP)
488,2001-01-09,Nets,,Kendall Gill,right knee tendinitis (DNP)
489,2001-01-09,Raptors,,Antonio Davis,strained left groin (DNP)
490,2001-01-09,Rockets,,Kelvin Cato,stomach virus (DNP)
491,2001-01-09,Spurs,,Malik Rose,sore right hip (DNP)
492,2001-01-09,Wizards,,Jahidi White,sprained left knee (DNP)
493,2001-01-09,Wizards,,Rod Strickland,left shoulder tendinitis (DNP)
494,2001-01-10,Blazers,,Scottie Pippen,right elbow tendinitis (DNP)
495,2001-01-10,Cavaliers,,Chris Mihm,bruised anterior tibial bone (DNP)
496,2001-01-10,Cavaliers,,Matt Harpring,bone spur in left ankle (DNP)
497,2001-01-10,Sonics,,Jelani McCoy,sore right knee (DNP)
498,2001-01-10,Wizards,,Jahidi White,sprained left knee (DNP)
499,2001-01-10,Wizards,,Rod Strickland,left shoulder tendinitis (DNP)
500,2001-01-11,Blazers,,Scottie Pippen,right elbow tendinitis (DNP)
501,2001-01-11,Cavaliers,,Matt Harpring,surgery on left ankle to repair bone spur (out 6-8 weeks)
502,2001-01-11,Hornets,,Eldridge Recasner,strained lower back (DNP)
503,2001-01-11,Hornets,,Jamal Mashburn,bone bruise in left knee (DNP)
504,2001-01-11,Knicks,,Glen Rice Sr.,plantar fasciatis in left foot (DNP)
505,2001-01-11,Knicks,,Luc Longley,back spasms (DNP)
506,2001-01-11,Mavericks,,Steve Nash,flu & strained left hamstring (DNP)
507,2001-01-11,Nets,,Kendall Gill,right knee tendinitis (DNP)
508,2001-01-11,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
509,2001-01-11,Warriors,,Chris Porter,sprained left ankle (DNP)
510,2001-01-11,Warriors,,Larry Hughes,sprained right thumb (DNP)
511,2001-01-12,Cavaliers,,Chris Mihm,bruised right knee (DNP)
512,2001-01-12,Cavaliers,,Matt Harpring,recovering from left ankle surgery (DNP)
513,2001-01-12,Celtics,,Kenny Anderson,sprained right ankle (DNP)
514,2001-01-12,Hornets,,Eldridge Recasner,strained lower back (DNP)
515,2001-01-12,Hornets,,Jamal Mashburn,bone bruise in left knee (DNP)
516,2001-01-12,Spurs,,Malik Rose,sore right hip (DNP)
517,2001-01-12,Wizards,,Rod Strickland,left shoulder tendinitis (DNP)
518,2001-01-13,Blazers,,Scottie Pippen,right elbow tendinitis (DNP)
519,2001-01-13,Cavaliers,,Chris Mihm,bruised right knee (DNP)
520,2001-01-13,Cavaliers,,Matt Harpring,recovering from left ankle surgery (DNP)
521,2001-01-13,Jazz,,Bryon Russell,sprained right ankle (DNP)
522,2001-01-13,Mavericks,,Steve Nash,flu & strained left hamstring (DNP)
523,2001-01-13,Nets,,Kendall Gill,right knee tendinitis (DNP)
524,2001-01-13,Spurs,,Malik Rose,sore right hip (DNP)
525,2001-01-13,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
526,2001-01-13,Warriors,,Chris Porter,sprained left ankle (DNP)
527,2001-01-13,Warriors,,Larry Hughes,sprained right thumb (DNP)
528,2001-01-15,Cavaliers,,Chris Mihm,bone bruise in right knee (DNP)
529,2001-01-15,Cavaliers,,Matt Harpring,recovering from left ankle surgery (DNP)
530,2001-01-15,Celtics,,Kenny Anderson,sprained right ankle (DNP)
531,2001-01-15,Jazz,,Bryon Russell,sprained right ankle (DNP)
532,2001-01-15,Mavericks,,Steve Nash,sore left hamstring (DNP)
533,2001-01-15,Nets,,Kendall Gill,right knee tendinitis (DNP)
534,2001-01-15,Rockets,,Kelvin Cato,strained left shoulder (DNP)
535,2001-01-15,Spurs,,Malik Rose,sore right hip (DNP)
536,2001-01-15,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
537,2001-01-15,Warriors,,Chris Porter,sprained left ankle (DNP)
538,2001-01-15,Warriors,,Larry Hughes,sprained right thumb (DNP)
539,2001-01-15,Wizards,,Obinna Ekezie,sprained left ankle (DNP)
540,2001-01-15,Wizards,,Rod Strickland,left shoulder tendinitis (DNP)
541,2001-01-16,Blazers,,Scottie Pippen,right elbow tendinitis (DNP)
542,2001-01-16,Cavaliers,,Chris Mihm,bone bruise in right knee (DNP)
543,2001-01-16,Cavaliers,,Matt Harpring,recovering from left ankle surgery (DNP)
544,2001-01-16,Raptors,,Mamadou N'diaye,back injury (DNP)
545,2001-01-16,Rockets,,Kelvin Cato,partially torn left rotator cuff (DNP)
546,2001-01-17,Bulls,,Ron Artest,right knee/foot tendinitis (DNP)
547,2001-01-17,Celtics,,Kenny Anderson,sprained right ankle (DNP)
548,2001-01-17,Mavericks,,Gary Trent,flu (DNP)
549,2001-01-17,Mavericks,,Steve Nash,strained left hamstring (DNP)
550,2001-01-17,Nets,,Kendall Gill,right knee tendinitis (DNP)
551,2001-01-17,Raptors,,Mamadou N'diaye,strained groin (DNP)
552,2001-01-17,Sonics,,Shammond Williams,sprained ankle (DNP)
553,2001-01-17,Spurs,,Malik Rose,sore right hip (DNP)
554,2001-01-17,Wizards,,Rod Strickland,left shoulder tendinitis (DNP)
555,2001-01-18,Blazers,,Scottie Pippen,right elbow tendinitis (DNP)
556,2001-01-18,Mavericks,,Steve Nash,strained left hamstring (DNP)
557,2001-01-18,Rockets,,Kelvin Cato,partially torn left rotator cuff (DNP)
558,2001-01-18,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
559,2001-01-18,Warriors,,Chris Porter,sprained left ankle (DNP)
560,2001-01-18,Warriors,,Erick Dampier,recovering from left knee surgery (DNP)
561,2001-01-18,Warriors,,Larry Hughes,sprained right thumb (DNP)
562,2001-01-19,76ers,,Allen Iverson,bruised left knee (DNP)
563,2001-01-19,Cavaliers,,Chris Mihm,bone bruise in right knee (DNP)
564,2001-01-19,Cavaliers,,Matt Harpring,recovering from left ankle surgery (DNP)
565,2001-01-19,Hornets,,Derrick Coleman,bruised left knee
566,2001-01-19,Hornets,,Elden Campbell,flu (DNP)
567,2001-01-19,Nets,,Kendall Gill,right knee tendinitis (DNP)
568,2001-01-19,Raptors,,Mamadou N'diaye,strained groin (DNP)
569,2001-01-19,Rockets,,Kelvin Cato,strained left shoulder (DNP)
570,2001-01-19,Rockets,,Maurice Taylor,flu (DNP)
571,2001-01-19,Timberwolves,,Chauncey Billups,sprained left ankle (DNP)
572,2001-01-19,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
573,2001-01-19,Warriors,,Chris Porter,sprained left ankle (DNP)
574,2001-01-19,Warriors,,Chucky Brown,stomach virus (DNP)
575,2001-01-19,Warriors,,Larry Hughes,sprained right thumb (DNP)
576,2001-01-19,Wizards,,Rod Strickland,strained left shoulder (DNP)
577,2001-01-20,Mavericks,,Steve Nash,strained left hamstring (DNP)
578,2001-01-20,Nets,,Kendall Gill,right knee tendinitis (DNP)
579,2001-01-20,Nets,,Kenyon Martin Sr.,flu (DNP)
580,2001-01-20,Spurs,,Malik Rose,sore right hip (DNP)
581,2001-01-21,76ers,,Rodney Buford,sprained left ankle (DNP)
582,2001-01-21,Celtics,,Kenny Anderson,sprained right ankle (DNP)
583,2001-01-21,Lakers,,Horace Grant,back spasms (DNP)
584,2001-01-21,Pistons,,Jerry Stackhouse,flu (DNP)
585,2001-01-21,Raptors,,Mamadou N'diaye,strained groin (DNP)
586,2001-01-21,Sonics,,Emanual Davis,ill (DNP)
587,2001-01-21,Sonics,,Patrick Ewing Sr.,left knee inflammation (DNP)
588,2001-01-21,Timberwolves,,Chauncey Billups,sprained left ankle (DNP)
589,2001-01-21,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
590,2001-01-21,Warriors,,Chris Porter,sprained left ankle (DNP)
591,2001-01-21,Warriors,,Larry Hughes,sprained right thumb (DNP)
592,2001-01-21,Warriors,,Vinny Del Negro,bone spurs in left ankle (DNP)
593,2001-01-21,Wizards,,Rod Strickland,left shoulder tendinitis (DNP)
594,2001-01-22,76ers,,Tyrone Hill,labrynthitis (DNP)
595,2001-01-22,Blazers,,Arvydas Sabonis,back spasms (DNP)
596,2001-01-22,Blazers,,Scottie Pippen,right elbow tendinitis (DNP)
597,2001-01-22,Cavaliers,,Chris Mihm,bone bruise in right knee (DNP)
598,2001-01-22,Cavaliers,,Etdrick Bohannon,impacted molar (DNP)
599,2001-01-22,Celtics,,Kenny Anderson,sprained right ankle (DNP)
600,2001-01-22,Knicks,,Luc Longley,stomach virus (DNP)
601,2001-01-22,Sonics,,Emanual Davis,ill (DNP)
602,2001-01-23,76ers,,Rodney Buford,sprained left ankle (DNP)
603,2001-01-23,76ers,,Tyrone Hill,labrynthitis (DNP)
604,2001-01-23,Blazers,,Arvydas Sabonis,back spasms (DNP)
605,2001-01-23,Blazers,,Scottie Pippen,right elbow tendinitis (DNP)
606,2001-01-23,Bulls,,Ron Artest,right knee tendinitis (DNP)
607,2001-01-23,Celtics,,Kenny Anderson,sprained right ankle (DNP)
608,2001-01-23,Knicks,,Luc Longley,stomach virus (DNP)
609,2001-01-23,Lakers,,Horace Grant,back spasms (DNP)
610,2001-01-23,Rockets,,Kelvin Cato,partially torn left rotator cuff (DNP)
611,2001-01-23,Sonics,,Emanual Davis,ill (DNP)
612,2001-01-23,Timberwolves,,Chauncey Billups,sprained left ankle (DNP)
613,2001-01-23,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
614,2001-01-23,Warriors,,Chris Porter,sprained left ankle (DNP)
615,2001-01-23,Warriors,,Larry Hughes,sprained right thumb (DNP)
616,2001-01-23,Warriors,,Vinny Del Negro,bone spurs in left ankle (DNP)
617,2001-01-23,Wizards,,Chris Whitney,sprained left ankle (DNP)
618,2001-01-23,Wizards,,Rod Strickland,left shoulder tendinitis (DNP)
619,2001-01-24,76ers,,Rodney Buford,sprained left ankle (DNP)
620,2001-01-24,Bulls,,Ron Artest,right knee tendinitis (DNP)
621,2001-01-24,Cavaliers,,Chris Mihm,bone bruise in right knee (DNP)
622,2001-01-24,Sonics,,Emanual Davis,ill (DNP)
623,2001-01-24,Warriors,,Adonal Foyle,stress fracture in right tibia (DNP)
624,2001-01-24,Warriors,,Chris Porter,sprained left ankle (DNP)
625,2001-01-24,Warriors,,Vinny Del Negro,bone spurs in left ankle (DNP)
626,2001-01-25,Blazers,,Arvydas Sabonis,back spasms (DNP)
627,2001-01-25,Timberwolves,,Chauncey Billups,sprained left ankle (DNP)
628,2001-01-26,Celtics,,Kenny Anderson,sprained right ankle (DNP)
629,2001-01-26,Nuggets,,Nick Van Exel,ruptured plantar fascia (DNP)
630,2001-01-26,Sonics,,Emanual Davis,ill (DNP)
631,2001-01-26,Warriors,,Chris Porter,sprained left ankle (DNP)
632,2001-01-26,Warriors,,Erick Dampier,recovering from left knee surgery (DNP)
633,2001-01-27,Blazers,,Arvydas Sabonis,back spasms (DNP)
634,2001-01-27,Cavaliers,,Chris Mihm,bone bruise in right knee (DNP)
635,2001-01-27,Clippers,,Quentin Richardson,bruised left big toe (DNP)
636,2001-01-27,Nets,,Kendall Gill,right knee tendinitis (DNP)
637,2001-01-27,Nuggets,,Raef LaFrentz,sprained right ankle (DNP)
638,2001-01-27,Raptors,,Vince Carter,sore left knee (DNP)
639,2001-01-27,Sonics,,Emanual Davis,ill (DNP)
640,2001-01-27,Spurs,,Antonio Daniels,sprained right knee (DNP)
641,2001-01-27,Spurs,,Samaki Walker,sprained left ankle (DNP)
642,2001-01-27,Suns,,Iakovos Tsakalidis,sprained right ankle (DNP)
643,2001-01-27,Timberwolves,,Chauncey Billups,sprained left ankle (DNP)
644,2001-01-28,76ers,,Toni Kukoc,strained lower back (DNP)
645,2001-01-28,Knicks,,Kurt Thomas,bruised right knee / sprained ankle (DNP)
646,2001-01-28,Lakers,,Shaquille O'Neal,sore right foot (DNP)
647,2001-01-29,Bucks,,Jason Caffey,sore left leg (DNP)
648,2001-01-29,Bucks,,Sam Cassell,bronchitis (DNP)
649,2001-01-29,Nets,,Kendall Gill,right knee tendinitis (DNP)
650,2001-01-29,Nuggets,,Raef LaFrentz,sprained right ankle (DNP)
651,2001-01-29,Spurs,,Antonio Daniels,sprained right knee (DNP)
652,2001-01-29,Spurs,,Samaki Walker,sprained left ankle (DNP)
653,2001-01-29,Warriors,,Chris Mills,surgery on right ankle to remove bone spurs (out for season) (date approximate)
654,2001-01-29,Warriors,,Chris Porter,sprained left ankle (DNP)
655,2001-01-30,76ers,,Toni Kukoc,strained lower back (DNP)
656,2001-01-30,Blazers,,Scottie Pippen,surgery on right elbow to remove bone fragment (out 2-6 weeks)
657,2001-01-30,Bulls,,Marcus Fizer,stomach virus (DNP)
658,2001-01-30,Cavaliers,,Lamond Murray,sprained left ankle (DNP)
659,2001-01-30,Lakers,,Shaquille O'Neal,sore right foot (DNP)
660,2001-01-30,Warriors,,Chris Porter,sprained left ankle (DNP)
661,2001-01-30,Warriors,,Marc Jackson,strained left groin (DNP)
662,2001-01-31,Bucks,,Jason Caffey,sore left leg (DNP)
663,2001-01-31,Grizzlies,,Tony Massenburg,stomach virus (DNP)
664,2001-01-31,Lakers,,Horace Grant,sore left knee (DNP)
665,2001-01-31,Lakers,,Shaquille O'Neal,sore right foot (DNP)
666,2001-01-31,Nets,,Kendall Gill,right knee tendinitis (DNP)
667,2001-01-31,Raptors,,Tyrone Bogues,sore right knee (DNP)
668,2001-01-31,Raptors,,Vince Carter,sore left knee (DNP)
669,2001-01-31,Spurs,,Samaki Walker,sprained left ankle (DNP)
670,2001-02-01,76ers,,Toni Kukoc,strained lower back (DNP)
671,2001-02-01,Cavaliers,,Lamond Murray,sprained left ankle (DNP)
672,2001-02-01,Knicks,,Kurt Thomas,bruised right knee / sprained ankle (DNP)
673,2001-02-02,76ers,,Toni Kukoc,back spasms (DNP)
674,2001-02-02,Celtics,,Randy Brown,hyperextended left knee (DNP)
675,2001-02-02,Grizzlies,,Bryant Reeves,flu (DNP)
676,2001-02-02,Knicks,,Kurt Thomas,bruised right knee / sprained ankle (DNP)
677,2001-02-02,Lakers,,Shaquille O'Neal,sore right foot (DNP)
678,2001-02-02,Nets,,Keith Van Horn,intestinal virus (DNP)
679,2001-02-02,Nets,,Kendall Gill,right knee tendinitis (DNP)
680,2001-02-02,Pacers,,Jermaine O'Neal,strained left groin (DNP)
681,2001-02-03,Bucks,,Jason Caffey,sore left leg (DNP)
